Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"EIDPARRY","439.40","448.00","429.55","431.00","-2.30","-0.53","3.26","14.36","470.30","260.05","49.76","10.23"
"PERSISTENT","3,825.00","3,833.00","3,725.45","3,751.95","-20.05","-0.53","1.99","75.02","3,838.75","1,063.40","206.17","16.69"
"IDFC","55.60","55.80","54.75","55.05","-0.30","-0.54","45.12","24.86","62.90","28.20","74.48","18.51"
"TVSMOTOR","541.70","543.55","533.05","536.75","-2.95","-0.55","6.73","36.28","666.00","421.15","21.33","5.65"
"UTIAMC","1,121.95","1,128.90","1,100.95","1,105.40","-6.15","-0.55","0.87","9.70","1,216.20","471.10","-","-"
"JKPAPER","241.40","244.00","236.90","237.65","-1.35","-0.56","4.63","11.14","284.90","86.30","162.60","-1.80"
"MAHSCOOTER","4,798.00","4,799.00","4,676.30","4,700.00","-26.85","-0.57","0.04","2.02","4,843.00","2,737.05","63.92","9.11"
"UNIONBANK","35.00","35.20","34.60","34.65","-0.20","-0.57","25.76","8.96","45.25","23.10","37.77","3.90"
"NIACL","164.90","165.95","161.00","162.25","-0.95","-0.58","2.91","4.77","197.00","99.80","56.69","6.18"
"GEPIL","307.05","310.00","302.70","304.70","-1.80","-0.59","0.35","1.09","459.60","177.10","-29.39","4.17"
"VOLTAS","1,249.25","1,256.80","1,233.20","1,241.15","-7.45","-0.60","8.16","101.32","1,265.00","639.40","86.25","27.47"
"ASTERDM","212.00","215.15","206.75","208.70","-1.25","-0.60","5.51","11.67","237.00","129.10","53.01","11.49"
"FINPIPE","194.65","194.65","191.00","191.75","-1.15","-0.60","2.47","4.77","200.65","97.41","-62.50","14.38"
"KNRCON","295.65","297.00","291.25","292.10","-1.75","-0.60","2.21","6.49","343.90","119.00","16.10","-0.92"
"MAHLOG","730.00","733.75","719.00","722.30","-4.35","-0.60","0.29","2.11","821.00","311.00","125.86","-2.67"
"MASFIN","791.00","800.55","785.15","787.00","-4.80","-0.61","0.05","0.40","1,110.85","717.40","-3.08","7.28"
"GSPL","321.60","324.10","315.65","319.30","-1.95","-0.61","4.70","14.97","379.20","177.40","60.09","-10.71"
"HUHTAMAKI","270.00","271.00","266.40","267.40","-1.65","-0.61","0.33","0.90","352.15","260.20","-","-"
"EPL","253.30","253.30","246.75","250.35","-1.55","-0.62","1.90","4.75","291.95","202.00","-","-"
"NAVINFLUOR","3,935.00","3,950.90","3,870.00","3,901.00","-24.90","-0.63","0.61","23.75","4,212.75","1,950.00","91.91","6.89"
"GLAXO","1,509.50","1,516.95","1,496.20","1,499.95","-9.45","-0.63","0.20","2.99","1,767.40","1,376.00","-5.55","-2.12"
"AARTIIND","920.00","923.25","906.75","912.30","-5.75","-0.63","3.51","32.08","987.00","483.23","-11.30","-0.94"
"TIMKEN","1,783.50","1,785.00","1,744.15","1,752.45","-11.70","-0.66","0.11","1.98","1,859.90","1,011.10","60.47","14.13"
"CASTROLIND","142.35","142.35","140.00","140.20","-0.95","-0.67","2.95","4.16","154.90","104.00","25.80","7.72"
"SUNDRMFAST","930.30","939.90","914.00","914.35","-6.15","-0.67","0.56","5.20","959.00","391.50","125.32","18.96"
"NETWORK18","52.05","52.70","51.50","51.65","-0.35","-0.67","4.15","2.16","58.00","31.35","59.17","8.17"
"SANOFI","8,230.00","8,250.00","8,078.45","8,128.25","-55.30","-0.68","0.06","4.98","9,285.00","7,056.55","-4.18","-8.72"
"CGCL","517.60","524.00","509.40","514.10","-3.50","-0.68","0.26","1.35","578.40","216.55","127.53","0.73"
"BHARATRAS","12,599.90","12,599.90","12,320.00","12,355.00","-84.50","-0.68","0.01","1.04","15,131.70","8,480.00","31.12","2.93"
"ERIS","754.85","754.85","740.00","741.20","-5.15","-0.69","0.18","1.34","819.70","473.50","40.13","1.50"
"BDL","389.65","393.35","385.05","386.95","-2.70","-0.69","1.33","5.18","429.20","283.05","31.44","2.48"
"MINDACORP","129.90","130.50","127.60","127.95","-0.90","-0.70","2.10","2.70","148.10","65.10","82.14","3.14"
"AMBER","3,135.00","3,172.05","3,100.50","3,110.00","-22.05","-0.70","0.32","10.01","3,662.00","1,865.00","56.01","10.93"
"INDIAMART","8,629.20","8,730.00","8,462.10","8,502.00","-60.55","-0.71","0.70","60.21","9,950.00","4,515.00","73.37","21.07"
"MOIL","162.95","163.45","161.00","161.20","-1.15","-0.71","1.18","1.91","207.95","120.60","14.98","0.81"
"HAL","1,366.80","1,376.40","1,327.45","1,350.00","-9.75","-0.72","4.18","57.00","1,486.95","658.00","75.10","16.38"
"RELAXO","1,179.95","1,193.30","1,161.70","1,162.35","-8.55","-0.73","1.73","20.41","1,253.95","625.00","79.20","-2.04"
"IOB","20.75","20.85","20.40","20.45","-0.15","-0.73","14.61","3.01","29.00","8.50","121.08","7.35"
"UJJIVAN","153.00","154.45","151.00","151.50","-1.15","-0.75","2.62","4.00","310.95","126.05","-26.28","-3.78"
"FINEORG","3,166.00","3,178.45","3,118.45","3,138.55","-23.85","-0.75","0.08","2.56","3,568.80","2,127.15","20.82","10.53"
"VBL","936.20","942.00","916.00","923.90","-7.10","-0.76","2.01","18.64","952.00","430.90","36.14","14.51"
"BALKRISIND","2,664.80","2,664.80","2,615.00","2,627.65","-20.90","-0.79","1.52","40.10","2,723.80","1,299.10","94.81","14.87"
"ENGINERSIN","74.15","74.45","73.30","73.45","-0.60","-0.81","6.55","4.83","93.30","60.40","12.14","7.94"
"BAYERCROP","5,425.00","5,430.00","5,352.00","5,360.85","-44.20","-0.82","0.03","1.83","6,149.00","4,921.70","-10.43","-1.88"
"AARTIDRUGS","621.00","623.85","613.00","614.40","-5.15","-0.83","0.69","4.24","1,026.95","580.00","-78.53","0.15"
"MOTILALOFS","878.90","887.60","863.00","866.00","-7.35","-0.84","4.26","37.35","1,188.00","538.00","38.55","8.13"
"CUMMINSIND","1,030.00","1,041.25","1,009.55","1,019.05","-8.75","-0.85","2.86","29.40","1,064.45","425.00","124.56","2.29"
"SCI","117.00","117.65","114.95","115.10","-1.05","-0.90","8.43","9.79","134.65","49.80","115.54","18.72"
"POLYCAB","2,442.00","2,447.70","2,391.55","2,404.70","-21.95","-0.90","2.40","58.01","2,627.00","800.10","190.77","31.62"
"BATAINDIA","1,804.95","1,806.00","1,772.05","1,782.50","-16.20","-0.90","1.29","22.99","1,848.70","1,263.60","32.70","4.35"
"GESHIP","367.05","370.70","360.25","361.05","-3.30","-0.91","1.26","4.60","445.00","210.75","45.06","19.38"
"PFIZER","5,820.05","5,890.00","5,758.55","5,777.20","-52.80","-0.91","0.12","6.92","6,175.00","4,330.00","17.61","-0.77"
"LINDEINDIA","2,820.00","2,834.90","2,751.00","2,774.15","-25.80","-0.92","1.21","33.80","2,945.00","705.00","274.83","21.37"
"BALMLAWRIE","129.30","130.90","127.60","127.90","-1.20","-0.93","2.14","2.76","169.75","97.10","27.52","2.28"
"MIDHANI","186.00","186.60","183.75","183.90","-1.75","-0.94","0.73","1.34","221.85","172.80","-5.67","4.07"
"VINATIORGA","1,888.85","1,888.85","1,860.00","1,861.55","-17.75","-0.94","0.14","2.70","2,132.00","1,087.00","54.22","4.27"
"RADICO","904.25","911.50","888.45","891.95","-8.50","-0.94","1.93","17.33","965.00","384.00","115.42","2.69"
"NOCIL","296.50","301.50","290.60","291.95","-2.80","-0.95","7.42","21.91","313.50","125.55","116.98","9.92"
"FEDERALBNK","82.50","82.55","80.80","81.05","-0.80","-0.98","57.20","46.71","92.50","45.35","67.29","1.19"
"GALAXYSURF","3,394.00","3,404.00","3,333.00","3,342.00","-33.90","-1.00","0.08","2.76","3,585.65","1,600.00","86.93","3.90"
"RECLTD","155.60","157.25","153.65","153.85","-1.55","-1.00","21.80","33.94","167.80","91.80","53.85","6.54"
"IBULHSGFIN","230.80","238.20","224.55","227.30","-2.35","-1.02","120.92","282.07","313.70","127.75","49.88","1.07"
"FDC","353.10","357.60","349.10","349.30","-3.70","-1.05","0.60","2.11","404.90","255.20","1.96","4.99"
"VSTIND","3,452.00","3,456.35","3,394.00","3,398.65","-36.30","-1.06","0.03","1.17","4,538.20","3,140.00","-3.93","1.91"
"CARBORUNIV","878.00","878.00","859.00","865.65","-9.45","-1.08","0.47","4.09","951.95","232.00","243.31","17.44"
"CROMPTON","488.50","488.50","479.05","483.40","-5.40","-1.10","5.29","25.54","512.80","255.10","77.69","6.37"
"BANKINDIA","55.05","55.15","53.90","54.00","-0.60","-1.10","35.44","19.32","101.40","38.20","33.50","-14.96"
"SUPPETRO","704.00","711.05","693.00","695.70","-7.75","-1.10","0.13","0.89","815.00","213.95","194.54","-9.43"
"TRENT","1,017.30","1,025.35","985.70","995.50","-11.05","-1.10","4.08","40.91","1,050.00","585.00","59.00","10.52"
"ADVENZYMES","388.70","391.35","382.90","383.10","-4.25","-1.10","0.98","3.80","503.70","219.15","68.32","3.68"
"WELSPUNIND","160.00","161.35","155.00","156.05","-1.75","-1.11","63.09","98.81","161.35","56.85","166.07","22.25"
"TATACOFFEE","209.50","209.50","204.20","204.25","-2.30","-1.11","7.14","14.75","246.70","97.70","101.03","3.89"
"JSLHISAR","285.80","288.80","280.00","281.00","-3.20","-1.13","1.94","5.50","309.00","74.75","244.15","1.52"
"BHEL","57.15","59.15","56.30","56.50","-0.65","-1.14","401.68","232.57","79.55","26.75","79.37","6.10"
"VTL","1,817.00","1,830.00","1,791.00","1,794.20","-20.85","-1.15","0.22","3.96","2,039.70","720.05","141.94","4.24"
"GODREJIND","594.80","600.80","581.15","582.00","-6.80","-1.15","4.75","28.18","617.65","352.00","45.10","6.87"
"CONCOR","715.00","721.25","699.45","703.60","-8.35","-1.17","6.47","45.87","754.40","351.00","86.58","8.51"
"DCMSHRIRAM","1,039.00","1,060.00","1,006.05","1,014.75","-12.05","-1.17","0.65","6.70","1,200.00","315.10","176.54","14.64"
"CRISIL","2,894.90","2,926.25","2,841.00","2,857.05","-33.90","-1.17","0.17","4.84","3,330.00","1,690.00","63.23","10.05"
"SWANENERGY","129.45","130.60","127.15","127.85","-1.55","-1.20","0.25","0.32","175.85","113.00","11.22","1.67"
"KALPATPOWR","406.15","412.65","397.15","397.75","-4.90","-1.22","1.86","7.52","496.00","230.50","65.94","3.23"
"TIINDIA","1,498.00","1,508.55","1,458.50","1,475.55","-18.55","-1.24","0.37","5.52","1,548.70","522.70","163.44","15.16"
"SYNGENE","663.00","663.95","649.55","650.50","-8.15","-1.24","2.02","13.26","700.00","490.50","16.55","9.39"
"LUXIND","3,716.55","3,716.55","3,626.60","3,635.00","-46.10","-1.25","0.36","13.03","4,350.00","1,316.00","164.87","-10.91"
"QUESS","936.00","950.00","921.00","921.05","-11.95","-1.28","0.54","5.01","989.90","364.00","132.47","12.04"
"WOCKPHARMA","435.20","435.25","425.50","427.45","-5.55","-1.28","2.02","8.67","804.90","266.00","53.51","-4.43"
"CUB","152.60","153.65","150.35","150.60","-1.95","-1.28","4.91","7.48","200.00","132.00","11.51","2.59"
"JYOTHYLAB","169.20","169.50","165.75","165.85","-2.20","-1.31","1.11","1.86","187.30","128.00","15.57","5.54"
"TANLA","862.00","862.00","819.60","836.00","-11.15","-1.32","0.26","2.15","1,030.00","250.00","2330.23","-5.18"
"INDIACEM","186.75","187.60","182.60","183.35","-2.45","-1.32","10.42","19.31","211.40","112.60","55.32","13.04"
"POWERINDIA","2,388.00","2,419.65","2,337.65","2,350.00","-31.65","-1.33","0.09","2.09","2,525.00","895.85","146.85","27.03"
"GREAVESCOT","140.20","141.65","136.80","137.60","-1.85","-1.33","7.28","10.12","184.40","66.00","89.66","3.89"
"CCL","402.00","402.90","391.55","392.55","-5.30","-1.33","1.11","4.40","494.80","226.35","55.93","-0.90"
"AIAENG","2,019.85","2,034.05","1,976.00","1,980.00","-26.85","-1.34","0.29","5.85","2,234.00","1,620.00","11.47","2.85"
"JKTYRE","156.70","157.10","153.20","153.60","-2.15","-1.38","4.03","6.25","166.25","54.60","160.78","3.92"
"HATSUN","1,381.00","1,406.75","1,345.45","1,364.80","-19.05","-1.38","0.22","3.06","1,525.95","546.84","79.26","35.05"
"INFIBEAM","43.00","43.20","42.00","42.20","-0.60","-1.40","11.60","4.94","113.70","36.70","-43.01","0.96"
"RAMCOCEM","973.60","978.65","955.40","958.10","-13.80","-1.42","1.93","18.63","1,132.70","687.80","32.32","-0.22"
"EXIDEIND","182.45","183.15","179.00","179.15","-2.60","-1.43","24.96","45.09","219.30","154.05","13.78","12.43"
"INDIANB","131.95","132.90","129.50","130.05","-1.90","-1.44","15.67","20.60","157.00","53.10","127.56","10.49"
"ASHOKA","100.40","101.40","97.50","97.90","-1.45","-1.46","11.01","10.91","118.60","59.75","49.58","-2.34"
"ELGIEQUIP","215.50","218.00","210.10","210.80","-3.15","-1.47","2.00","4.31","243.00","101.30","-14.03","7.36"
"LAURUSLABS","625.30","626.90","612.00","612.80","-9.35","-1.50","12.33","75.96","1,495.00","252.00","-55.12","-8.78"
"GPPL","103.15","104.00","101.30","101.60","-1.55","-1.50","1.79","1.83","124.30","79.50","17.12","1.60"
"UFLEX","554.00","557.95","541.10","542.50","-8.45","-1.53","1.08","5.90","593.90","298.05","75.03","17.78"
"IDFCFIRSTB","48.70","49.10","47.65","47.75","-0.75","-1.55","172.02","83.17","69.30","26.85","67.84","11.31"
"PNBHOUSING","671.00","674.40","655.00","659.95","-10.40","-1.55","0.37","2.46","925.00","310.00","102.31","-18.60"
"PFC","138.70","139.90","136.05","136.10","-2.15","-1.56","19.51","26.92","140.80","82.05","57.89","8.66"
"KSCL","591.90","593.95","580.55","581.10","-9.25","-1.57","1.01","5.94","816.65","463.05","10.80","0.15"
"KRBL","288.90","293.30","283.10","285.50","-4.60","-1.59","8.58","24.61","304.00","173.15","12.80","19.61"
"JKCEMENT","3,228.00","3,238.85","3,142.10","3,144.50","-50.85","-1.59","0.22","7.08","3,699.90","1,460.45","109.52","3.05"
"NAM-INDIA","448.50","448.75","435.00","436.90","-7.05","-1.59","4.49","19.83","454.30","249.00","65.93","9.32"
"TATACOMM","1,467.40","1,467.40","1,435.05","1,438.55","-23.45","-1.60","0.61","8.83","1,522.00","778.00","78.54","2.16"
"NBCC","47.60","47.90","46.10","46.25","-0.75","-1.60","83.31","39.11","59.80","22.20","93.92","4.76"
"SIS","476.00","479.00","464.25","466.95","-7.60","-1.60","1.02","4.78","534.80","347.05","24.80","3.41"
"MAXHEALTH","373.75","376.85","364.50","365.60","-5.95","-1.60","2.75","10.11","402.60","97.15","229.52","12.39"
"SHARDACROP","338.00","338.00","327.60","327.90","-5.35","-1.61","0.41","1.36","387.00","230.90","26.48","8.11"
"SCHAEFFLER","7,516.25","7,516.25","7,270.10","7,289.95","-119.70","-1.62","0.05","3.83","7,590.75","3,443.30","100.04","4.14"
"NATIONALUM","91.00","91.65","89.20","89.55","-1.50","-1.65","180.79","163.47","102.45","29.10","181.60","11.38"
"CANBK","161.00","161.70","157.50","158.15","-2.65","-1.65","49.85","79.55","174.60","82.25","79.41","1.57"
"JINDALSAW","117.55","117.55","114.80","114.95","-1.95","-1.67","4.79","5.55","147.60","58.00","79.33","-7.52"
"DALBHARAT","2,140.00","2,142.90","2,070.00","2,091.40","-35.75","-1.68","1.47","30.86","2,548.40","721.55","178.80","3.87"
"BALAMINES","4,697.35","4,697.35","4,582.55","4,595.00","-78.95","-1.69","0.28","12.75","5,223.55","742.00","475.06","38.21"
"GRAPHITE","614.00","614.00","600.00","600.55","-10.35","-1.69","1.47","8.89","815.90","163.15","257.58","-0.39"
"SWSOLAR","368.05","371.70","360.00","361.85","-6.25","-1.70","5.45","19.89","383.80","183.50","53.52","31.18"
"JSWENERGY","350.90","352.90","343.00","344.90","-6.00","-1.71","2.52","8.71","354.40","54.60","-","-"
"ROSSARI","1,481.00","1,496.10","1,460.05","1,467.00","-25.65","-1.72","0.42","6.19","1,593.00","740.95","90.40","10.68"
"CESC","86.60","87.00","84.00","84.65","-1.50","-1.74","30.51","25.93","96.90","55.51","-86.89","-88.99"
"POLYMED","958.15","958.30","932.45","936.85","-16.55","-1.74","0.29","2.69","1,165.00","443.00","103.13","1.37"
"HEG","2,249.00","2,254.00","2,190.00","2,200.00","-38.85","-1.74","0.45","10.01","2,580.00","659.00","207.24","1.86"
"AUBANK","1,114.00","1,124.40","1,077.85","1,084.25","-19.30","-1.75","5.24","57.60","1,389.85","616.70","65.70","-20.26"
"BANKBARODA","80.05","80.20","78.10","78.25","-1.40","-1.76","136.58","107.81","99.85","39.50","88.33","3.64"
"GLENMARK","512.50","515.45","502.00","502.85","-9.15","-1.79","4.77","24.25","690.95","442.05","6.82","-3.60"
"ASHOKLEY","129.70","130.00","126.25","126.50","-2.35","-1.82","63.53","81.19","143.30","66.85","71.88","5.68"
"HINDCOPPER","113.75","114.00","110.70","111.00","-2.10","-1.86","18.15","20.43","196.75","31.30","227.92","-2.97"
"KARURVYSYA","48.15","48.60","46.90","46.90","-0.90","-1.88","12.34","5.88","64.55","29.30","43.43","16.09"
"CANFINHOME","681.50","686.60","661.60","668.30","-12.85","-1.89","8.77","58.88","691.00","391.25","60.80","32.68"
"SHILPAMED","576.85","577.45","558.35","560.05","-10.80","-1.89","0.48","2.74","670.40","311.60","-0.06","-1.41"
"NCC","83.20","83.65","80.90","81.25","-1.60","-1.93","18.51","15.25","99.85","29.50","164.23","7.12"
"DCAL","205.00","206.50","198.40","200.30","-4.00","-1.96","6.63","13.40","235.30","102.50","34.25","9.27"
"MAHINDCIE","234.70","234.80","227.35","227.70","-4.55","-1.96","0.83","1.90","280.70","126.20","63.40","3.48"
"SPICEJET","77.85","78.25","76.25","76.30","-1.55","-1.99","18.68","14.41","108.00","45.95","57.81","10.66"
"SAIL","110.70","111.50","108.00","108.25","-2.20","-1.99","236.72","259.92","151.30","32.65","211.06","-9.19"
"LICHSGFIN","443.85","443.85","430.00","431.80","-9.05","-2.05","23.28","101.47","542.45","260.00","55.30","14.22"
"TCIEXP","1,530.00","1,539.55","1,488.15","1,499.00","-31.45","-2.05","0.15","2.33","1,747.00","749.00","95.65","5.44"
"IPCALAB","2,486.00","2,497.50","2,415.55","2,423.40","-51.15","-2.07","0.73","17.90","2,766.20","1,785.40","13.47","-3.16"
"JTEKTINDIA","111.40","111.90","106.95","108.10","-2.30","-2.08","1.50","1.64","132.90","71.10","42.89","7.19"
"RAYMOND","450.00","450.00","437.00","438.05","-9.40","-2.10","5.98","26.45","473.90","252.00","66.02","8.52"
"SUVENPHAR","544.95","548.60","527.10","529.30","-11.45","-2.12","0.85","4.58","590.00","291.60","-27.89","-2.68"
"ALEMBICLTD","121.35","121.35","117.45","117.90","-2.60","-2.16","2.80","3.34","143.30","87.45","8.66","15.31"
"STAR","615.00","619.25","600.15","601.55","-13.40","-2.18","3.54","21.54","999.00","562.55","-8.58","2.41"
"TV18BRDCST","39.25","39.30","37.85","38.05","-0.85","-2.19","25.29","9.74","48.95","26.25","29.64","10.13"
"LEMONTREE","43.25","43.35","41.35","41.90","-0.95","-2.22","28.14","11.89","49.50","25.30","58.11","8.27"
"L&TFH","88.25","88.50","85.60","85.85","-1.95","-2.22","40.80","35.42","113.40","51.96","44.16","8.06"
"EDELWEISS","82.15","82.60","79.45","79.90","-1.85","-2.26","13.51","10.93","100.90","49.95","35.77","-1.84"
"ESCORTS","1,514.80","1,514.90","1,471.20","1,474.00","-34.40","-2.28","6.30","93.80","1,571.90","1,100.00","21.44","13.71"
"INDOCO","464.50","464.50","448.05","449.75","-10.75","-2.33","1.64","7.43","530.25","245.00","76.17","-0.29"
"METROPOLIS","3,110.00","3,132.40","3,005.00","3,039.85","-73.85","-2.37","1.12","34.40","3,240.00","1,700.00","75.77","13.45"
"BHARATFORG","768.00","774.90","745.05","746.05","-18.25","-2.39","9.55","72.37","844.80","427.50","67.03","0.68"
"HFCL","73.00","73.50","70.80","71.20","-1.75","-2.40","9.24","6.64","95.70","14.20","315.16","15.12"
"ORIENTELEC","350.85","351.70","339.75","340.65","-8.45","-2.42","1.11","3.84","368.00","174.00","79.81","6.77"
"PIIND","3,272.15","3,284.60","3,175.95","3,187.00","-79.35","-2.43","1.52","49.13","3,534.90","1,862.00","68.49","1.25"
"INOXLEISUR","350.00","350.75","337.20","340.05","-8.50","-2.44","6.45","22.03","384.00","244.00","27.72","9.87"
"JSL","164.55","164.55","158.50","158.80","-4.00","-2.46","8.55","13.81","174.40","39.35","285.44","5.27"
"JINDALSTEL","372.90","372.90","361.50","361.90","-9.25","-2.49","43.54","159.86","501.70","160.00","105.86","-2.91"
"TATAPOWER","145.00","145.35","139.50","140.00","-3.65","-2.54","162.46","230.65","145.35","50.10","161.93","11.20"
"APLAPOLLO","924.95","925.00","885.00","889.40","-24.35","-2.66","1.17","10.54","1,044.70","250.51","-65.31","-41.32"
"CEATLTD","1,369.00","1,369.00","1,327.00","1,328.00","-36.40","-2.67","1.55","20.81","1,763.00","876.10","45.98","2.09"
"HUDCO","46.70","46.85","45.15","45.15","-1.25","-2.69","25.84","11.86","58.25","30.50","42.65","12.45"
"INDHOTEL","186.65","186.90","177.10","178.90","-5.05","-2.75","68.52","124.25","186.90","88.65","94.46","28.15"
"SUNTV","531.00","533.60","510.20","513.30","-15.30","-2.89","29.28","152.69","586.55","407.80","11.42","3.22"
"APLLTD","819.95","823.60","788.20","796.25","-24.00","-2.93","2.97","23.81","1,145.00","720.35","-12.96","7.70"
"KSB","1,282.00","1,282.00","1,230.40","1,233.05","-37.75","-2.97","0.15","1.86","1,375.00","427.50","158.47","5.77"
"HEMIPROP","150.45","152.70","143.15","143.85","-4.80","-3.23","22.64","33.67","201.80","54.40","-","-"
"PVR","1,559.00","1,559.00","1,510.10","1,518.65","-50.75","-3.23","8.19","125.60","1,632.00","988.35","36.03","14.69"
"APOLLOTYRE","238.20","238.50","228.25","228.80","-8.15","-3.44","36.98","85.73","261.25","113.55","88.62","9.47"
"BAJAJELEC","1,544.75","1,548.60","1,472.00","1,474.00","-57.80","-3.77","1.66","24.96","1,588.95","448.00","217.95","29.46"
"LALPATHLAB","4,050.00","4,050.00","3,873.05","3,876.00","-164.10","-4.06","1.69","66.40","4,245.50","1,760.00","113.68","1.17"

