Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"NCC","83.20","83.65","80.90","81.40","-1.45","-1.75","18.48","15.23","99.85","29.50","164.72","7.32"
"KARURVYSYA","48.15","48.60","46.90","46.95","-0.85","-1.78","12.30","5.86","64.55","29.30","43.58","16.21"
"DCAL","205.00","206.50","198.40","200.65","-3.65","-1.79","6.62","13.37","235.30","102.50","34.48","9.47"
"SHILPAMED","576.85","577.45","558.35","560.00","-10.85","-1.90","0.47","2.68","670.40","311.60","-0.07","-1.42"
"CANFINHOME","681.50","686.60","661.60","667.80","-13.35","-1.96","8.75","58.80","691.00","391.25","60.68","32.58"
"SPICEJET","77.85","78.25","76.25","76.30","-1.55","-1.99","18.60","14.35","108.00","45.95","57.81","10.66"
"TCIEXP","1,530.00","1,539.55","1,488.15","1,499.00","-31.45","-2.05","0.15","2.30","1,747.00","749.00","95.65","5.44"
"TV18BRDCST","39.25","39.30","37.85","38.10","-0.80","-2.06","25.27","9.73","48.95","26.25","29.81","10.27"
"LEMONTREE","43.25","43.35","41.35","41.95","-0.90","-2.10","28.00","11.83","49.50","25.30","58.30","8.40"
"JTEKTINDIA","111.40","111.90","106.95","108.05","-2.35","-2.13","1.49","1.63","132.90","71.10","42.83","7.14"
"INDOCO","464.50","464.50","448.40","450.40","-10.10","-2.19","1.60","7.29","530.25","245.00","76.42","-0.14"
"ALEMBICLTD","121.35","121.35","117.45","117.85","-2.65","-2.20","2.79","3.33","143.30","87.45","8.62","15.26"
"RAYMOND","450.00","450.00","437.00","437.55","-9.90","-2.21","5.97","26.40","473.90","252.00","65.83","8.40"
"EDELWEISS","82.15","82.60","79.45","79.90","-1.85","-2.26","13.49","10.92","100.90","49.95","35.77","-1.84"
"STAR","615.00","619.25","600.15","601.00","-13.95","-2.27","3.54","21.51","999.00","562.55","-8.66","2.32"
"ORIENTELEC","350.85","351.70","339.75","341.00","-8.10","-2.32","1.10","3.79","368.00","174.00","79.99","6.88"
"INOXLEISUR","350.00","350.75","337.20","340.20","-8.35","-2.40","6.43","21.96","384.00","244.00","27.77","9.92"
"JSL","164.55","164.55","158.50","158.80","-4.00","-2.46","8.52","13.75","174.40","39.35","285.44","5.27"
"HFCL","73.00","73.50","70.80","71.10","-1.85","-2.54","9.24","6.63","95.70","14.20","314.58","14.96"
"HUDCO","46.70","46.85","45.15","45.20","-1.20","-2.59","25.80","11.84","58.25","30.50","42.81","12.58"
"CEATLTD","1,369.00","1,369.00","1,327.00","1,328.55","-35.85","-2.63","1.55","20.77","1,763.00","876.10","46.04","2.13"
"APLAPOLLO","924.95","925.00","885.00","888.00","-25.75","-2.82","1.16","10.51","1,044.70","250.51","-65.37","-41.41"
"KSB","1,282.00","1,282.00","1,230.40","1,233.05","-37.75","-2.97","0.15","1.86","1,375.00","427.50","158.47","5.77"
"HEMIPROP","150.45","152.70","143.15","144.15","-4.50","-3.03","22.52","33.50","201.80","54.40","-","-"
"PVR","1,559.00","1,559.00","1,510.10","1,520.05","-49.35","-3.14","8.13","124.66","1,632.00","988.35","36.16","14.79"
"BAJAJELEC","1,544.75","1,548.60","1,472.00","1,473.50","-58.30","-3.81","1.66","24.87","1,588.95","448.00","217.84","29.41"

